_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
1019;6258;12;54014;COLLAZZONE;HOTEL ABBAZIA  COLLEMEDIO;Albergo;4 stelle;VIA CONVENTO 56;COLLEPEPE;06050;PG;0758707325;;;www.abbaziacollemedio.it;"info@abbaziacollemedio.it;amministrazione@abbaziacollemedio.it";2308805.7467099996;4755936.86259;61;128;65;POINT (2308805.74671 4755936.86259);12;12;543608;TUDERTE
1020;9070;12;54014;COLLAZZONE;I CASALI DEL MORAIOLO;Agriturismo;Agriturismo;Strada dei Boschetti 7/A;PIEDICOLLE;06050;PG;3356240329;;;www.icasalidelmoraiolo.com;info@icasalidelmoraiolo.com;2309979.65518;4750764.71334;2;10;7;POINT (2309979.65518 4750764.71334);12;12;543608;TUDERTE
1021;7711;12;54014;COLLAZZONE;IL CASALE DEL CARDO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Piancardato 73;GAGLIETOLE;06050;PG;075.8707225;3286232228;075.8707225;www.piancardato.net;info@piancardato.it;2313951.85113;4756475.11299;4;12;4;POINT (2313951.85113 4756475.11299);12;12;543608;TUDERTE
1022;18445;12;54014;COLLAZZONE;IL MULINETTO;Bed & Breakfast;Bed & Breakfast;Strada Casalaltese 3;CANALICCHIO;06050;PG;3477263899;075395404;;;temperoniisabella@gmail.com;1956886.0;5128102.0;1;3;1;POINT (1956886 5128102);12;12;543608;TUDERTE
1023;6852;12;54014;COLLAZZONE;IL PIANCARDATO;Country house;Country house;Via Piancardato 73;GAGLIETOLE;06050;PG;075.8707225;3286232228;075.8707225;www.piancardato.net;info@piancardato.it;2313951.85113;4756475.11299;3;9;3;POINT (2313951.85113 4756475.11299);12;12;543608;TUDERTE
1024;6306;12;54014;COLLAZZONE;IL PINO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VOC. IL PINO 6;CASALALTA;06050;PG;3393040598;3388383428;;www.agriturismoilpino.com;info@agriturismoilpino.com;2310939.84264;4757953.07501;9;33;12;POINT (2310939.84264 4757953.07501);12;12;543608;TUDERTE
1025;14226;12;54014;COLLAZZONE;IL RIFUGIO DELLA MANDOLA;Affittacamere;Affittacamere;Via della Mandola - Loc. Valiani 84/A;;06050;PG;3341157724;;;;antonio_strino@hotmail.it;2309807.6078;4753302.63632;1;4;1;POINT (2309807.6078 4753302.63632);12;12;543608;TUDERTE
1026;9606;12;54014;COLLAZZONE;IL SALIGNANO;Bed & Breakfast;Bed & Breakfast;Strada Casalaltese 10;CANALICCHIO;06050;PG;0758789504;3477408056;;www.ilsalignano.com;info@ilsalignano.com;2311398.07931;4758539.04268;2;4;2;POINT (2311398.07931 4758539.04268);12;12;543608;TUDERTE
1027;9969;12;54014;COLLAZZONE;LA CAMPAGNA DI ASSIGNANO;Agriturismo;Agriturismo;Loc. Assignano ;;06050;PG;0758701271;3284277908;;www.lacampagnadiassignano.it;info@lacampagnadiassignano.it;2310097.06463;4749616.85887;6;14;6;POINT (2310097.06463 4749616.85887);12;12;543608;TUDERTE
1028;15445;12;54014;COLLAZZONE;LA LOCANDA DEL COLLE;Affittacamere;Affittacamere;Via Garibaldi 14;CANALICCHIO;06050;PG;0758706014;3358151701;0758706014;www.lalocandadelcolle.it;lalocandadelcolle@hotmail.it;2310647.21408;4752919.93661;4;8;4;POINT (2310647.21408 4752919.93661);12;12;543608;TUDERTE
1029;8017;12;54014;COLLAZZONE;LA SEGRETA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Loc. Cinischie ;;06050;PG;335.64.61.927;0758789583;075.878.94.77;www.lasegreta.com;"lasegreta@gmail.com;lorenzo@lasegreta.com";2309503.9124;4752051.48466;7;23;8;POINT (2309503.9124 4752051.48466);12;12;543608;TUDERTE
1030;13203;12;54014;COLLAZZONE;LE VALLI DI CASALALTA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc. Le Valli Str. S. Mariano 36;CASALALTA;06050;PG;3421601695;063011034;063011034;www.levallidicasalalta.it;info@levallidicasalalta.it;2309595.90831;4758210.12856;3;8;3;POINT (2309595.90831 4758210.12856);12;12;543608;TUDERTE
1031;19565;12;54014;COLLAZZONE;LUCIANO BONINI BED & BREAKFAST;Bed & Breakfast;Bed & Breakfast;Strada San Mariano 31/A;;06055;PG;3933012240;;;;yuri.bonini@live.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);12;12;543608;TUDERTE
1032;15851;12;54014;COLLAZZONE;MORAIOLO EVENTI;Country house;Country house;Via Dei Boschetti ;PIEDICOLLE;06050;PG;3356895236;;0656280099;www.moraioloeventi.com;info@icasalidelmoraiolo.com;2309664.03223;4750994.3317;9;22;9;POINT (2309664.03223 4750994.3317);12;12;543608;TUDERTE
1033;6301;12;54014;COLLAZZONE;RELAIS IL CANALICCHIO;Albergo;4 stelle;Via della Piazza 4;CANALICCHIO;06050;PG;0758707325;;0758707296;www.relaisilcanalicchio.it;relais@relaisilcanalicchio.it;2312360.82446;4758032.82357;25;55;29;POINT (2312360.82446 4758032.82357);12;12;543608;TUDERTE
1034;6339;12;54014;COLLAZZONE;RELAIS IL CANALICCHIO  DEPENDENCE;Albergo;3 stelle;VIA DELLA PIAZZA 4;CANALICCHIO;06050;PG;0758707325;;0758707296;www.relaisilcanalicchio.it;relais@relaisilcanalicchio.it;2312379.07691;4758053.62423;8;16;8;POINT (2312379.07691 4758053.62423);12;12;543608;TUDERTE
1035;9687;12;54014;COLLAZZONE;RESIDENZE L'ALBERATA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Perugina 68/A;COLLEPEPE;06050;PG;0758789345;3402602240;0758789198;www.residenzelalberata.com;info@residenzelalberata.com;2307412.11257;4755458.227030001;6;25;7;POINT (2307412.11257 4755458.227030001);12;12;543608;TUDERTE
1036;15884;12;54014;COLLAZZONE;RIPA DEL PAVONE;Agriturismo;Agriturismo;Via San Giovanni 66;;06050;PG;0758701232;3487805710;0758701232;www.ripadelpavone.it;pierocontu00@gmail.com;2310591.91073;4753052.01376;8;10;6;POINT (2310591.91073 4753052.01376);12;12;543608;TUDERTE
1037;13435;12;54014;COLLAZZONE;SAN GIOVANNI AL MONTE;Agriturismo;Agriturismo;Str. San Giovanni 75;;06050;PG;0758701479;;0755098054;www.sangiovannialmonte.it;info@sangiovannialmonte.it;2309776.4449;4761612.60516;3;14;7;POINT (2309776.4449 4761612.60516);12;12;543608;TUDERTE
1038;7410;12;54014;COLLAZZONE;VILLA ELEONORA;Agriturismo;Agriturismo;Fraz. Gaglietole ;GAGLIETOLE;06050;PG;0758707189;;0758707171;www.villeinumbria.it;info@stelconsulting.eu;2316410.22342;4753066.45086;2;25;9;POINT (2316410.22342 4753066.45086);12;12;543608;TUDERTE
1278;14088;12;54020;FRATTA TODINA;AGRITURISMO CONSALVI VALENTINA;Agriturismo con area di sosta;Agriturismo;Str. del Palombaro 15;;06054;PG;0758748534;3395434847;;www.agriturismoconsalvi.com;info@agriturismoconsalvi.com;2303327.37775;4751159.78952;8;21;5;POINT (2303327.37775 4751159.78952);12;12;543608;TUDERTE
1279;9877;12;54020;FRATTA TODINA;AGRITURISMO TENUTA DEI CONTI FAINA COLL'ATTONE;Agriturismo;Agriturismo;Via Spineta 53;;06054;PG;0758745048;335/7143931;0758745048;www.contifaina.it;info@contifaina.it;2303214.2151;4748893.90073;9;29;12;POINT (2303214.2151 4748893.90073);12;12;543608;TUDERTE
1280;18767;12;54020;FRATTA TODINA;CASA DELLA MAGNOLIA;Affittacamere;Affittacamere;Via del Progresso 23/A;;06054;PG;0758745028;32712947777;;;emanuela.feriani@gmail.com;1956886.0;5128102.0;1;6;2;POINT (1956886 5128102);12;12;543608;TUDERTE
1281;13459;12;54020;FRATTA TODINA;CASALE TERRAROSSA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Macchiabella 5;;06054;PG;0758745229;;0758745229;www.casaleterrarossa.com;contact@casaleterrarossa.com;2303948.32325;4749517.20146;4;12;4;POINT (2303948.32325 4749517.20146);12;12;543608;TUDERTE
1282;6299;12;54020;FRATTA TODINA;CONVENTO S.MARIA DELLA SPINETA;Casa religiosa di ospitalita';Casa religiosa di ospitalita';Via Clausura 15;SPINETA;06054;PG;0758745032;;0758745032;"www.assisiofm.it;";conventospineta@gmail.com;2302150.47157;4748635.178069999;21;25;17;POINT (2302150.47157 4748635.178069999);12;12;543608;TUDERTE
1283;17209;12;54020;FRATTA TODINA;LA LUNA DI MEZZANOTTE;Affittacamere;Affittacamere;Via Clausura 20;SPINETA;06054;PG;3471518429;3475139786;;;lalunadimezzanotte@libero.it;1956886.0;5128102.0;3;8;3;POINT (1956886 5128102);12;12;543608;TUDERTE
1284;14494;12;54020;FRATTA TODINA;LA PALAZZETTA DEL VESCOVO;Country house;Country house;Via Clausura 17;SPINETA;06054;PG;0758745183;;0758745042;www.lapalazzettadelvescovo.com;info@lapalazzettadelvescovo.com;2340898.16143;4747521.98208;9;24;10;POINT (2340898.16143 4747521.98208);12;12;543608;TUDERTE
1698;16183;12;54027;MARSCIANO;A 'LDOLCE FARNIENTE;Agriturismo;Agriturismo;Voc. Civetta Alta 10;SAN BIAGIO DELLA VALLE;06070;PG;3402900791;07534050;07534050;www.agriturismoaldolcefarniente.it www.ilgiardinodimatilde.it;info@agriturismoaldolcefarniente.it;2302623.59608;4754321.31155;2;4;2;POINT (2302623.59608 4754321.31155);12;12;543608;TUDERTE
1699;18895;12;54027;MARSCIANO;AGRITURISMO ARCA TEVERACCIO;Agriturismo;3 spighe;Vocabolo Teveraccio ;;06055;PG;3311337550;0757820610;;www.teveraccio.it;agriturismoarcateveraccio@legamail.it;1956886.0;5128102.0;10;24;10;POINT (1956886 5128102);12;12;543608;TUDERTE
1700;19313;12;54027;MARSCIANO;AGRITURISMO CASA VECCHIA;Agriturismo;4 spighe;Vocabolo Lame ;MORCELLA;06055;PG;3387507804;;;www.casavecchia.eu;info@casavecchia.eu;1956886.0;5128102.0;5;18;5;POINT (1956886 5128102);12;12;543608;TUDERTE
1701;18938;12;54027;MARSCIANO;AGRITURISMO LA CASCINA DI MONTEREGIO;Agriturismo;3 spighe;Via Podere del Piano 32;CASTELLO DELLE FORME;06055;PG;3393947490;;;;agricolamonteregio@confagriumbria.it;1956886.0;5128102.0;7;10;7;POINT (1956886 5128102);12;12;543608;TUDERTE
1702;8159;12;54027;MARSCIANO;AGRITURISMO PIEVE DEL CASTELLO;Agriturismo;4 spighe;Vocabolo Bettalunga ;CASTELLO DELLE FORME;06055;PG;0758785267;3287128868;0758785267;www.pievedelcastello.com;info@pievedelcastello.com;2304857.41761;4761003.99422;5;23;7;POINT (2304857.41761 4761003.99422);12;12;543608;TUDERTE
1703;6290;12;54027;MARSCIANO;AGRITURISMO POGGIOLO;Agriturismo;Agriturismo;Vocabolo POGGIOLO ;CASTIGLIONE DELLA VALLE;06072;PG;075695236;3207520182;0756959193;www.poggiolo.it;info@poggiolo.it;2296744.01963;4768041.7238;1;4;2;POINT (2296744.01963 4768041.7238);12;12;543608;TUDERTE
1704;8790;12;54027;MARSCIANO;AGRITURISMO RIPAIANI;Agriturismo;Agriturismo;Via Ripaiani 12;MIGLIANO;06072;PG;0758708178;;;www.agriturismoripaiani.it;"info@agriturismoripaiani.it;francescaneri78@libero.it";2294324.86122;4756369.0388400005;5;18;8;POINT (2294324.86122 4756369.038840001);12;12;543608;TUDERTE
1705;18354;12;54027;MARSCIANO;AGRITURISMO SAN SILVESTRO;Agriturismo;4 spighe;Voc. San Silvestro di Sotto 51;MORCELLA;06055;PG;3382729625;3314517616;;www.sansilvestro-agriturismo.it;pazzagliacarla@gmail.com;1956886.0;5128102.0;2;8;2;POINT (1956886 5128102);12;12;543608;TUDERTE
1706;15605;12;54027;MARSCIANO;AGRITURISMO TORRE PIANTAROSA;Agriturismo;5 spighe;Voc. Vallicelle 21;MERCATELLO;06072;PG;0758783134;3395237265;0758783134;"www.torrepiantarosa.com; www.agriturismo.it/torrepiantarosa";info@torrepiantarosa.com;2302623.59608;4754321.31155;6;12;6;POINT (2302623.59608 4754321.31155);12;12;543608;TUDERTE
1707;13317;12;54027;MARSCIANO;AGRITURISMO VALVERDE;Agriturismo;Agriturismo;Voc. Aione ;MIGLIANO;06055;PG;3392440623;;0758783348;www.agriturismovalverde.com;info@agriturismovalverde.com;2296590.34719;4757815.75387;5;29;11;POINT (2296590.34719 4757815.75387);12;12;543608;TUDERTE
1708;18116;12;54027;MARSCIANO;AI PRATI VECCHI;Affittacamere;Affittacamere;Voc. Prato Vecchio 264;;06055;PG;0758742390;3779540966;;;enzopierassa@libero.it;1956886.0;5128102.0;3;6;4;POINT (1956886 5128102);12;12;543608;TUDERTE
1709;15596;12;54027;MARSCIANO;AL SOCI LA TASCA;Affittacamere;Affittacamere;Via dei Magazzini 8;MERCATELLO;06072;PG;0758783179;;0758783006;www.alsoci.com;alsoci@libero.it;2297055.88048;4761159.90157;6;12;6;POINT (2297055.88048 4761159.90157);12;12;543608;TUDERTE
1710;19314;12;54027;MARSCIANO;ALICE IN WONDERLAND - duplex ristrutturato climatizzato;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via XXIV Maggio 1;VILLANOVA;06072;PG;3451054436;;;;germiniriccardo@gmail.com;1956886.0;5128102.0;1;3;2;POINT (1956886 5128102);12;12;543608;TUDERTE
1711;6697;12;54027;MARSCIANO;APPARTAMENTI PER VACANZE - LE CERQUELLE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc. Cerquelle 107;PAPIANO;06050;PG;075 8785123;3483862812;0758785123;;lecerquelle_grm@libero.it;2302482.61631;4754220.6799800005;4;12;4;POINT (2302482.61631 4754220.67998);12;12;543608;TUDERTE
1712;14468;12;54027;MARSCIANO;ART FARM GAIA  -  B & B;Bed & Breakfast;Bed & Breakfast;Voc. Le Loggie 125;PAPIANO;06055;PG;0758785351;;0758785351;www.artfarmgaia.it;info@artfarmgaia.it;2303486.71968;4759998.42335;3;6;3;POINT (2303486.71968 4759998.42335);12;12;543608;TUDERTE
1713;14403;12;54027;MARSCIANO;"Agriturismo ""CIMA MOROLLA""";Agriturismo;Agriturismo;Via Mentana 3;;06055;PG;3388248795;;;www.cimamorolla.it;info@cimamorolla.it;2303760.6488;4755969.475869999;5;15;8;POINT (2303760.6488 4755969.475869999);12;12;543608;TUDERTE
1714;14595;12;54027;MARSCIANO;B&B ANTICO CASOLARE;Bed & Breakfast;Bed & Breakfast;Voc. Palazzetta 2 40;;06055;PG;0758748293;3924582918;;www.anticocasolare.net;info@anticocasolare.net;2298966.89899;4756304.03066;3;7;3;POINT (2298966.89899 4756304.03066);12;12;543608;TUDERTE
1715;9612;12;54027;MARSCIANO;B&B SAN FORTUNATO;Bed & Breakfast;Bed & Breakfast;Voc. San Fortunato 69;COMPIGNANO;06052;PG;0758741211;;0758741211;www.bbsanfortunato.it;adriana@bbsanfortunato.it;2307022.1589200003;4769588.91793;3;6;3;POINT (2307022.15892 4769588.91793);12;12;543608;TUDERTE
1716;15281;12;54027;MARSCIANO;BIONDI CASE VACANZE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Vittorio Emanuele e P.za della Vittoria 2/4;CASTIGLIONE DELLA VALLE;06072;PG;0758787029;0758787060;0758757205;www.biondiedilizia.it;biondiedilizia@tiscali.it;2296185.53496;4766535.52254;5;17;7;POINT (2296185.53496 4766535.52254);12;12;543608;TUDERTE
1717;18451;12;54027;MARSCIANO;BORGO MONTICELLI;Agriturismo;4 spighe;Vocabolo Monticelli 8 C;CASTIGLIONE DELLA VALLE;06072;PG;0758787246;3383931013;;www.castellomonticelli.com;info@borgomonticelli.it;1956886.0;5128102.0;12;30;14;POINT (1956886 5128102);12;12;543608;TUDERTE
1718;18446;12;54027;MARSCIANO;BORGO MONTICELLI Affittacamere;Affittacamere;Affittacamere;Vocabolo Monticelli 6B-7A;CASTIGLIONE DELLA VALLE;06072;PG;0758787246;3383931013;;www.castellomonticelli.com;info@borgomonticelli.it;1956886.0;5128102.0;2;9;5;POINT (1956886 5128102);12;12;543608;TUDERTE
1719;18452;12;54027;MARSCIANO;BORGO MONTICELLI BB;Bed & Breakfast;Bed & Breakfast;Vocabolo Monticelli 6-6a-7;CASTIGLIONE DELLA VALLE;06072;PG;0758787246;3383931013;;www.castellomonticelli.com;info@borgomonticelli.it;1956886.0;5128102.0;3;5;4;POINT (1956886 5128102);12;12;543608;TUDERTE
1720;18876;12;54027;MARSCIANO;Bed & Breakfast CUM GRANO SALIS;Bed & Breakfast;Bed & Breakfast;Via Madonna delle Grazie 13;CASTELLO DELLE FORME;06055;PG;3314473021;3662158726;;www.cum-grano-salis.eu;lippensconsultant@gmail.com;1956886.0;5128102.0;3;7;3;POINT (1956886 5128102);12;12;543608;TUDERTE
1721;15248;12;54027;MARSCIANO;CASA GIRASOLE;Bed & Breakfast;Bed & Breakfast;Via S. Maria 29/A;PAPIANO;06055;PG;0758795143;;0758795143;www.casagirasole.com;info@casagirasole.com;2303211.41617;4760103.512069999;3;5;3;POINT (2303211.41617 4760103.512069999);12;12;543608;TUDERTE
1722;16222;12;54027;MARSCIANO;CASA LOSEA;Bed & Breakfast;Bed & Breakfast;Via Filoncia 5;CASTELLO DELLE FORME;06055;PG;0758784245;3406065351;;www.casalosea.com;"silviaorsini@libero.it; silviasili@casalosea.com";2302623.59608;4754321.31155;3;7;3;POINT (2302623.59608 4754321.31155);12;12;543608;TUDERTE
1723;6294;12;54027;MARSCIANO;CASA ROSADA MONTELAGELLO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;VOC. PIONELLI - Fraz. Montelagello ;;06055;PG;3357573268;;;;rolando.antonelli@studiobovaantonelli.it;2294881.73126;4759173.31451;4;14;5;POINT (2294881.73126 4759173.31451);12;12;543608;TUDERTE
1724;18988;12;54027;MARSCIANO;CASALE DELLE STELLE di Bacci Leonardo;Agriturismo;2 spighe;Via Madonna delle Grazie 10;CASTELLO DELLE FORME;06055;PG;3666208481;;;;giamba1@live.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);12;12;543608;TUDERTE
1725;14248;12;54027;MARSCIANO;CASALE LA VIGNA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc. Mandatella II 4;MORCELLA;06050;PG;0758743662;;;www.casalelavigna.it;info@casalelavigna.it;2300367.21451;4757299.953509999;3;13;5;POINT (2300367.21451 4757299.953509999);12;12;543608;TUDERTE
1726;13548;12;54027;MARSCIANO;CASALE POGGIO DEI PINI;Bed & Breakfast;Bed & Breakfast;Voc. C. Agabitini 7;PIEVE CAINA;06072;PG;0758757032;3389886867;;www.casalepoggiodeipini.com;"nadiacirulli@libero.it; info@casalepoggiodeipini.com";2297022.70469;4764777.12543;3;4;3;POINT (2297022.70469 4764777.12543);12;12;543608;TUDERTE
1727;6291;12;54027;MARSCIANO;CASTELLO DI MONTEVIBIANO;Agriturismo;Agriturismo;Montevibiano ;MONTE VIBIANO;06050;PG;0758783182;3470897865;0758783004;;afasolabol@montevibiano.it;2295584.74379;4760431.53804;1;12;8;POINT (2295584.74379 4760431.53804);12;12;543608;TUDERTE
1728;19651;12;54027;MARSCIANO;GRM SRL;Affittacamere;Affittacamere;Vocabolo Cerquelle 107;;06055;PG;0758785123;3483862812;;;lecerquelle_grm@libero.it;1956886.0;5128102.0;4;9;4;POINT (1956886 5128102);12;12;543608;TUDERTE
1729;17492;12;54027;MARSCIANO;IL CASALE DEL GINEPRO;Bed & Breakfast;Bed & Breakfast;Voc. Mugnella 7;MIGLIANO;06072;PG;0758708248;3388483962;0758708248;www.bed-and-breakfast.it;dematdav@gmail.com;1956886.0;5128102.0;3;6;2;POINT (1956886 5128102);12;12;543608;TUDERTE
1730;10191;12;54027;MARSCIANO;IL CASALE DEL MORONE di Bottega Tiziana;Affittacamere;Affittacamere;Via del Paradiso 7;CASTIGLIONE DELLA VALLE;06055;PG;0758358449;3475310356;;;mauro.dorilli@gmail.com;2295751.16402;4766531.63145;1;3;2;POINT (2295751.16402 4766531.63145);12;12;543608;TUDERTE
1731;7326;12;54027;MARSCIANO;IL CASALE DI BUCCOLE;Country house;Country house;Voc. Buccole 25;MIGLIANO;06055;PG;075 8708256;368500349;075 8708256;"www.countrybuccole.com; www.ilcasaledibuccole.it";buccole@virgilio.it;2295313.38558;4757743.861219999;10;24;10;POINT (2295313.38558 4757743.861219999);12;12;543608;TUDERTE
1732;7882;12;54027;MARSCIANO;IL GATTO;Agriturismo;Agriturismo;Voc. Palazzo ;CASTELLO DELLE FORME;06050;PG;3355285734;;075.8785811;www.ilgattoagriturismo.it;info@ilgattoagriturismo.it;2303334.6866599997;4759807.238059999;3;14;3;POINT (2303334.68666 4759807.238059999);12;12;543608;TUDERTE
1733;14460;12;54027;MARSCIANO;IL TIRO di Millucci B & V;Agriturismo;Agriturismo;Voc. Tiro 59/b;SAN BIAGIO DELLA VALLE;06055;PG;0755159086;;;www.agriturismoiltiro.it;info@agriturismoiltiro.it;2299052.52735;4766478.95484;7;13;7;POINT (2299052.52735 4766478.95484);12;12;543608;TUDERTE
1734;9628;12;54027;MARSCIANO;LA CASA FRA GLI OLIVI;Bed & Breakfast;Bed & Breakfast;Voc. Costa II 7/C;CERQUETO;06055;PG;075879172;3475182870;075879172;www.lacasafragliolivi.com;"info@lacasafragliolivi.com;giannifreschini@aliceposta.it";2298029.4983200002;4765816.37137;3;6;3;POINT (2298029.49832 4765816.37137);12;12;543608;TUDERTE
1735;7676;12;54027;MARSCIANO;LA CASACCIA;Affittacamere;Affittacamere;Via Montevibiano nuovo 7/a;MERCATELLO;06055;PG;075.8783226;338.8553093;;;la.casaccia@libero.it;2297114.82117;4760993.29916;1;4;2;POINT (2297114.82117 4760993.29916);12;12;543608;TUDERTE
1736;13395;12;54027;MARSCIANO;LA CASETTA NEL BOSCO;Bed & Breakfast;Bed & Breakfast;Montevibiano Vecchio 1;MONTE VIBIANO;06055;PG;0758783218;;0758787946;www.lacasettanelbosco.it;info@lacasettanelbosco.it;2296590.1752400002;4761277.02636;3;8;3;POINT (2296590.17524 4761277.02636);12;12;543608;TUDERTE
1737;17122;12;54027;MARSCIANO;LA CITTADELLA di SFASCIA ANGELICA;Bed & Breakfast;Bed & Breakfast;Via Massimo D'Azeglio - Schiavo 2/A;;06055;PG;3400905254;3336887999;0758742231;www.agriturismolacittadella.com;angelica.stdmorelli@libero.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);12;12;543608;TUDERTE
1738;17121;12;54027;MARSCIANO;LA CITTADELLA di SFASCIA GIUSEPPE;Bed & Breakfast;Bed & Breakfast;Via Massimo D'Azeglio - Schiavo 2/A;;06055;PG;3400905254;3336887999;0758742231;www.agriturismolacittadella.com;angelica.stdmorelli@libero.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);12;12;543608;TUDERTE
1739;18687;12;54027;MARSCIANO;LA CIVETTA E IL GUFO;Bed & Breakfast;Bed & Breakfast;Vocabolo Civetta Alta 8/A;SAN BIAGIO DELLA VALLE;06072;PG;3485116916;3472740146;;www.lacivettaeilgufo.it;info@lacivettaeilgufo.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);12;12;543608;TUDERTE
1740;14667;12;54027;MARSCIANO;LA CORTE DEL DAINO;Bed & Breakfast;Bed & Breakfast;Via Vittorio Emanuele 9;MERCATELLO;06072;PG;0758783362;3481607200;0758783362;www.lacortedeldaino.it;info@lacortedeldaino.it;2297304.4986;4760904.33472;3;6;3;POINT (2297304.4986 4760904.33472);12;12;543608;TUDERTE
1741;9827;12;54027;MARSCIANO;LA FRATTA ART-HOUSE;Bed & Breakfast;Bed & Breakfast;Voc. Fratta 157;;06055;PG;0758785111;3332688800;0758785111;www.lafratta.it;info@lafratta.it;2303379.64503;4759787.03236;3;6;2;POINT (2303379.64503 4759787.03236);12;12;543608;TUDERTE
1742;18163;12;54027;MARSCIANO;LA LOCANDA DEL TRAMONTO INFINITO;Country house;Country house;Voc.Morolla ;CERQUETO;06055;PG;3334669763;3485523961;;www.lalocandadeltramontoinfinito.it;"lalocandadeltramontoinfinito@gmail.com; info@lalocandadeltramontoinfinito.it";1956886.0;5128102.0;4;14;4;POINT (1956886 5128102);12;12;543608;TUDERTE
1743;14367;12;54027;MARSCIANO;LA MAISON D&D;Country house;Country house;Viale Vittorio Emanuele 2;SAN VALENTINO DELLA COLLINA;06050;PG;0758795179;;0758795179;www.lamaisonded.it;Info@LaMaisonDeD.it;2296186.47847;4766537.59459;6;16;6;POINT (2296186.47847 4766537.59459);12;12;543608;TUDERTE
1744;14259;12;54027;MARSCIANO;LA QUIETE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Voc. Podere Fratta 154;PAPIANO;06055;PG;0758785020;3384142865;;;;2303486.71968;4759998.42335;4;8;4;POINT (2303486.71968 4759998.42335);12;12;543608;TUDERTE
1745;15387;12;54027;MARSCIANO;LA SERENA;Bed & Breakfast;Bed & Breakfast;Voc. Capannella 3;CASTIGLIONE DELLA VALLE;06072;PG;0758787429;3465270020;;www.laserenaumbria.com;"holidays@laserenaumbria.com; derek@laserenaumbria.com";2302623.59608;4754321.31155;3;8;3;POINT (2302623.59608 4754321.31155);12;12;543608;TUDERTE
1746;9788;12;54027;MARSCIANO;LE SELVE;Agriturismo;Agriturismo;Voc. S. Sisto 42;;06055;PG;0758748426;;0758748426;www.leselve.eu;info@leselve.eu;2278225.16811;4760710.85067;5;11;4;POINT (2278225.16811 4760710.85067);12;12;543608;TUDERTE
1747;7349;12;54027;MARSCIANO;LOCANDA DELLE NOCI;Agriturismo con area di sosta;Agriturismo;Voc. Molinella 1;MERCATELLO;06072;PG;0758783271;;0758783271;www.locandadellenoci.it;info@locandadellenoci.it;2296162.46564;4760806.44758;4;8;3;POINT (2296162.46564 4760806.44758);12;12;543608;TUDERTE
1748;6304;12;54027;MARSCIANO;MORCELLINI SONIA;Affittacamere;Affittacamere;Via Umberto I 48;;06055;PG;0758742220;;0758742876;www.forlannet.com/affittacameremorcellinisonia;;2302530.36337;4754291.09267;5;10;5;POINT (2302530.36337 4754291.09267);12;12;543608;TUDERTE
1749;6277;12;54027;MARSCIANO;OASI VILLAGGIO;Albergo;2 stelle;Via Marcurischio 1;;06055;PG;0758743532;;0758748048;www.oasivillaggio.com;info@oasivillaggio.com;2302195.4179;4754409.13234;20;41;23;POINT (2302195.4179 4754409.13234);12;12;543608;TUDERTE
